1505,686
1507,686
1506,686
1508,686
1509,686
1519,686
1511,686
1518,686
1510,686
1513,686
1512,686
1514,686
1517,686
1516,686
1520,686
1553,686
1552,686
1555,686
3384,686
1557,686
1558,686
1554,686
1515,686
1629,667
1626,667
1625,667
1620,667
1624,667
1621,667
1526,667
1527,667
1565,667
1525,667
1528,667
1622,667
1502,667
3419,638
3399,638
3417,638
3420,638
3421,638
3422,638
3430,638
1599,784
3393,784
1601,784
6964,784
4965,784
1602,688
1603,688
4970,688
4971,688
1596,657
4963,657
4964,657
1594,657
1597,657
4968,657
4966,657
1598,657
6961,658
6962,658
6958,658
6959,658
1595,658
4979,658
4980,658
4981,658
4982,658
6963,658
902,694
903,694
904,694
954,694
953,694
845,701
841,701
878,701
856,701
857,701
869,683
842,683
843,683
992,683
833,700
834,700
874,684
822,684
876,684
830,684
870,684
872,684
832,684
873,684
825,698
824,698
823,698
835,711
861,711
773,711
875,711
831,711
882,697
881,697
865,697
866,697
864,697
862,697
863,697
986,697
867,697
868,697
956,695
883,695
957,695
893,696
892,696
955,696
891,696
886,696
836,734
837,734
810,734
1869,734
1863,734
1864,734
811,734
812,734
1895,734
1867,734
1862,734
1868,734
750,728
738,728
759,728
774,768
761,768
770,768
764,768
751,768
760,768
757,768
776,768
758,768
791,765
787,765
782,765
797,765
781,765
777,765
799,765
813,732
851,732
820,709
848,709
847,709
853,709
805,709
814,709
804,709
852,733
798,733
794,733
793,733
821,708
854,708
819,708
849,708
809,708
807,708
808,708
877,699
838,699
840,699
879,699
818,699
844,699
855,699
871,699
817,699
800,729
850,731
775,731
756,731
816,731
754,730
801,730
815,730
802,730
803,730
755,730
828,710
827,710
826,710
806,710
905,712
906,712
907,712
908,712
829,712
884,685
984,685
887,685
958,685
985,685
1578,685
1574,685
880,685
959,687
982,687
983,687
889,687
981,687
888,687
890,687
885,687
979,693
925,693
899,693
898,693
914,693
926,693
924,693
896,693
897,693
911,693
912,693
901,693
910,693
913,693
916,693
915,693
918,693
917,693
927,693
909,693
900,693
894,693
895,693
977,693
4969,689
974,689
928,689
973,689
933,689
934,689
976,689
961,689
950,656
949,656
948,656
946,656
975,656
947,656
4967,656
966,647
951,647
952,647
967,647
4977,646
4972,646
3398,646
4973,646
4974,646
3397,646
3406,691
4978,691
3404,691
6511,691
3402,691
3400,691
3403,691
3409,691
3407,691
3425,691
3408,691
4953,644
4950,644
4797,644
4948,644
4798,644
4949,644
4799,644
3405,644
4951,644
3401,644
4962,643
4790,643
4789,643
4788,643
4794,643
4793,643
4792,643
4796,643
4795,643
4787,643
4957,642
4956,642
6576,853
6587,853
6575,853
6514,637
6581,637
6580,637
6583,637
6516,637
6515,637
6579,637
6578,637
3414,639
3424,639
3413,639
3412,639
3416,639
3423,639
3473,639
3429,639
4960,640
6528,640
6529,640
4961,640
4959,640
3427,640
3415,640
3426,640
4791,641
4955,641
6512,641
3411,641
6582,641
4958,641
4784,645
4780,645
4785,645
4786,645
4782,645
4781,645
6551,1275
6550,1275
6570,1275
6569,1183
6549,1183
6546,1183
6560,299
6561,299
6562,299
6566,299
6552,299
3460,906
3461,906
6602,906
6601,906
6600,906
6598,906
6597,906
6599,906
3470,906
3471,906
3472,906
3463,906
6603,906
6604,906
6563,906
3442,636
6507,636
3431,636
6508,636
3418,636
6510,636
6509,636
3432,636
3428,636
6504,636
6503,636
6501,636
6505,636
6502,636
6500,636
3475,636
3474,636
4983,659
4975,659
3443,659
3433,659
3392,659
4976,659
6954,659
3391,659
3458,663
3459,663
3453,663
3452,663
3395,663
4998,660
4994,660
4993,660
